learner_id,response_time,errors,Mean_HR,HRV_SDNN,HRV_RMSSD,EEG_alpha,EEG_beta,self_report,cognitive_load_simple,cognitive_load
3,19.519819845795862,0,58.04942573637347,46.82771611778524,23.813143404318218,6.574163179514265,11.879896416383385,1,weak,weak
4,23.320637381368922,2,49.02654031107267,63.51088946337002,45.52997837729019,8.87210214955188,16.49005685791344,2,medium,weak
4,16.280941906433753,0,57.787743079777826,59.133910908021825,48.562907953439485,9.878019757043678,12.998403604517662,4,weak,weak
4,49.72425054911576,4,44.053270128378315,52.122996176604765,38.281212541708754,7.026463534090428,14.80064362899622,1,high,high
4,21.405199601615358,0,45.774315809787815,52.40580757726592,26.695611348602718,9.088882667338023,11.193453658358163,1,weak,weak
4,16.856070581242847,1,36.87511309663687,46.96077352384627,32.37512569311807,11.163508315154965,11.890127516439804,5,weak,weak
4,32.56176498949491,2,52.41409116370047,40.903479741669614,34.61922203905194,5.482258887259494,17.21297776459078,7,medium,high
4,8.45545349848576,0,53.25251675854344,62.37150975478716,37.16370806984445,8.711339745677247,15.347600338203264,6,weak,weak
4,48.13181884524238,1,61.79263158579229,63.12207993601532,35.17585242114882,9.661311382590817,12.67182783947155,6,high,high
4,4.47303862078625,0,57.911400043558835,41.158908589700786,37.24932114315693,7.809700366802339,15.35860539091471,3,weak,weak
4,59.21321619603104,3,47.15204443352567,48.46214834853808,34.274025941287015,10.476566421711293,13.178559873818223,2,high,high
4,46.334686157799446,3,38.21820312665723,48.56576783541071,37.12085675609794,12.397674076522568,12.64871949188949,7,high,medium
4,11.922940892050345,1,54.32850402519974,49.6734409625969,31.315812630709488,8.686710696772606,18.492103191744917,5,weak,medium
4,0.33132702741614395,2,61.10753172414642,50.64294878587582,32.29450626414025,7.532820535444002,17.348632659566317,7,weak,weak
4,48.92768570729005,0,57.55184973803944,59.4686146164618,30.391798636186657,9.953965615323913,14.936181451106716,7,high,medium
4,42.41144063085703,1,60.84477524857287,42.527826915132565,50.338076276032574,9.684137720755803,15.43301201174911,5,high,high
4,43.74043008245924,3,47.88110468801757,41.536530084873405,46.71120628939458,2.962338090163631,14.97480594799697,1,high,high
4,46.27622080115675,3,45.33381031824354,62.36619742142975,39.442353520108924,7.994528887817773,16.461027777520616,2,high,high
4,4.442679104045421,0,42.63098647768201,45.37355258118702,45.60247197814191,7.210801066521772,12.601495024632918,7,weak,weak
4,21.507943712656356,0,49.44103533386404,37.369646464229334,41.38769071182306,8.793411383027834,17.58751420010593,5,medium,medium
4,6.952143571507783,1,49.214092040311805,45.1487005790013,36.45016927611244,7.612683439412419,16.060697513672437,6,weak,weak
5,51.78620555253561,2,52.066776285391164,46.69947264755999,22.955429271842533,7.829647815457997,14.210830986331345,4,high,high
5,37.39788760965347,0,48.70702542964492,65.54962727725766,32.90268863899888,6.273574481077837,13.536665905474374,7,medium,medium
5,19.85388149115895,1,48.66372270273229,59.248262123767375,32.31969686385318,9.469058436848975,17.523392825300427,4,weak,medium
5,3.813501017161418,2,42.23305947027856,61.47520616632242,25.935398615262745,11.310084442937464,14.548541051549682,5,weak,weak
5,18.658939302939732,0,59.41619013551491,58.19973642346786,23.110701803147073,6.30465610156993,12.903320712510489,1,weak,weak
5,19.51099932160482,0,50.765180622437114,59.46243671615314,38.9417547725362,5.205889953706054,13.846290699077029,7,weak,weak
5,43.77637070028384,0,48.25556065714718,43.11917873419682,37.5960345789665,8.040006439654928,17.30761394666748,4,high,medium
5,38.253448281312785,2,42.52570746750796,48.01397844646516,25.660824159459104,7.942688677929472,10.168340396261879,1,medium,medium
5,53.23276455457959,2,36.68086889608914,40.10084686976451,29.032971948510486,10.341865572240721,13.933773283258581,3,high,high
5,28.33289550971696,2,63.07964192549343,47.89511969462966,44.28977818523331,5.541610095242936,18.211748009027293,3,medium,medium
5,7.175654756298102,1,55.54638708131807,56.84104990934741,27.978427891867515,6.924089649951805,14.495349683690225,7,weak,weak
5,42.7946872333797,4,33.76082157430033,51.34583284812247,36.366391231470416,3.704593521466294,15.818450196833524,1,high,high
5,45.64710291701385,2,57.63142300709657,63.114808189602954,33.481773603456155,10.749967272423646,18.260306893611585,5,high,high
5,33.67663185416978,2,59.224811702331095,38.585842077727804,39.0509077684965,8.501089256646727,17.67698896019151,3,medium,medium
5,46.25803079727366,1,51.243761223009294,55.0023835069824,28.151138778748557,7.073134172038407,13.679823680880235,6,high,high
5,29.627735781863443,1,65.98110895751759,37.51697198130682,35.720667820320855,5.355457042817648,14.608819343388491,7,medium,medium
5,31.363969762919645,2,52.16719642122883,50.941764691736424,36.34978061876702,5.539047883645498,17.71429170518704,7,medium,high
5,25.652461101512976,2,35.831764720508104,57.40333422556479,36.841446449833754,8.828533799582782,17.818408461851696,3,medium,medium
5,1.5251476046457113,1,53.65169001048321,47.85497433175781,35.632590863700905,5.78514990879858,14.735849624055177,6,weak,weak
5,6.473485619598267,2,52.448973017127294,55.51126604086956,37.75687456475288,8.208010846297139,14.83936304312272,4,weak,weak
6,1.885751141204055,2,43.967031512218455,40.40267665167066,52.53416265640649,12.08588972227006,15.803051083601554,5,weak,weak
6,38.184624675826825,0,55.73558836877425,33.363100218036166,55.49038221416885,7.304824754110359,19.10070207005188,1,medium,medium
6,18.8613588645796,1,33.32334733809138,55.57029622487803,29.886270873706223,6.077111112051242,18.20269836197387,3,weak,weak
6,30.514241469882165,0,59.905668274427896,67.44010234075733,16.45405615718001,8.764014410905526,17.080160111397056,7,medium,medium
6,54.453988435565584,3,41.21878296394547,40.039550598301076,39.763962405775786,5.548416518436545,11.763992171808326,5,high,high
6,14.957533748932496,1,40.150538748829675,62.221941801067956,36.49001967921013,11.439969060658807,14.17549978035523,3,weak,weak
6,24.622975382137785,2,48.86175227692523,50.43423408816411,43.488334873468645,10.80723933705667,14.33313997893029,4,medium,weak
6,45.333068312582924,2,54.329729280436354,36.64308478306924,37.27908719772254,7.671656762092712,19.25545509781042,5,high,high
6,13.727889929497348,0,51.63924063593429,38.68494698647837,35.46883151620575,6.20541363715156,14.283406826461087,2,weak,medium
6,4.61879458972758,4,42.57340834227622,50.1578477336065,44.03125276701778,7.1484602544492795,18.76032846923284,7,weak,high
6,17.385087174826083,2,44.939107088081116,45.95537712075896,45.15024470731073,7.408668775829144,13.287903988406747,4,weak,weak
6,9.673277235240265,1,38.669576526225384,36.87087023241761,23.907519529752015,8.76713426341413,13.527348127017724,1,weak,weak
6,55.78185914055438,0,47.7532009837013,33.059607187745954,28.46715050288333,10.079264658602233,16.444362317439424,5,high,high
6,48.487222773865014,1,60.750212145109096,41.53280672073494,34.15525632569057,5.92697473848282,19.704440116715272,6,high,high
6,38.00422539062541,1,49.95737062356124,51.93809008331118,35.78750099139667,10.02181913068549,14.364668612196368,3,medium,weak
6,52.28763541126306,0,58.59414254759453,49.93599247396862,33.19213437318201,9.235371225622597,7.3116964144164065,6,high,medium
6,48.220324613946865,3,64.55401337726192,44.98762042499922,38.47365742289509,6.984421018386787,10.30744979298334,5,high,high
6,11.19420353316215,2,44.11981480963033,52.01887194291483,42.968838314536804,5.82657620864598,15.893884668493369,1,weak,medium
6,53.553539909398665,0,48.13426746944636,60.40026719862688,48.78167768576583,8.232465434585135,10.575611919654696,6,high,weak
6,32.36053451493904,2,71.71192861062495,53.941265104341475,39.631304190183194,5.880823032595831,12.403311520810762,6,medium,high
7,48.44640930984375,1,64.44343411979945,48.786913286104195,28.18133057237512,10.047361698325211,15.037025851914771,6,high,medium
7,53.7654779954096,0,33.275954741876475,59.28072006660689,33.820990198417455,5.752234455735591,7.651898262760617,7,high,medium
7,19.080208498311833,2,53.87148316060907,40.40149697783705,34.397182069923545,9.095412386326288,13.860822632023636,5,weak,medium
7,6.6031154716606055,4,50.00559992339696,47.750804604446486,39.117121919849275,7.838767270369836,11.505574326419193,3,weak,weak
7,13.676109752516501,3,58.264531108587626,47.989120643996316,38.10534426747154,6.878750231249597,10.502460846297748,7,weak,medium
7,25.62646731757538,2,42.550212325149445,37.630467415571545,51.40317320889208,7.794336987361418,12.593446682345819,6,medium,medium
7,49.080885955349586,2,41.60391627959328,45.80125837715642,31.307894917960734,10.159966339268404,11.792373224791707,4,high,medium
7,51.64383499538061,1,43.23929284706391,29.25040319104697,38.07800427013443,5.615485182012421,16.408440653976907,4,high,high
7,0.4171278318714422,1,44.28071453801567,69.12178047662954,53.837691181952735,7.175686889616367,18.58958036004865,3,weak,weak
7,30.644838154653943,3,58.153241668090146,40.62586211563687,30.318344824771188,6.496512870625624,13.90671944516681,7,medium,high
7,25.04466018892674,2,38.1879882685112,65.86114131421311,36.16118956936284,7.922765732902571,13.211622662859492,2,medium,medium
7,13.326468628243815,1,43.77386100040681,50.380845057194925,27.440955991007876,6.630638214974692,13.757384996526303,2,weak,weak
7,7.191922040020968,2,32.10987609498559,55.64864132155959,35.65669519701945,4.463837515226771,11.675438676184612,4,weak,weak
7,20.25691028421768,2,60.07117823412373,45.112002016490685,28.758262814898867,5.889724906135275,11.133774313140965,6,medium,medium
7,56.57458223475115,0,62.7103009943114,52.079296919616745,43.374407227930774,11.275510037076224,10.063336641319989,1,high,medium
7,19.392175921245315,2,46.72926569136214,56.50489639988436,36.178550872251165,8.493456422572546,11.011437125045479,5,medium,medium
7,31.127437304601965,0,47.02050635186777,56.64552414394182,27.516821920141652,8.424724107616155,19.895973021337888,7,medium,high
7,42.18113753371067,1,54.532219022828976,57.74773390074357,41.72454158233337,7.434775219982724,12.928736893909626,3,high,high
7,21.817776142757637,3,64.74482007378256,46.316672899608236,36.437328310972696,7.896749151781661,6.175114584708712,1,medium,medium
7,58.30692496325764,4,54.086107475639174,45.196403275086446,42.62255021778764,7.14037615433724,13.23882918455698,7,high,high
8,57.746837696526676,3,43.024580575248855,34.05823674732396,25.818698976418013,9.05385706208213,10.228756389717535,6,high,high
8,15.10693774952185,1,33.811774280135594,55.23219011176937,37.950595297989295,8.201617708518746,15.178454819991488,5,weak,weak
8,29.834910353543126,2,38.848737373365125,60.82378711323443,41.186733557157666,5.657463579682769,14.854939034288986,7,medium,medium
8,18.05269858900618,0,50.73219450312465,66.1598167991793,31.61298007811411,8.507449006208386,15.167656913076163,4,weak,weak
8,17.090429662648056,3,43.44672476799206,53.05172634580508,24.92797818425479,3.0825161534568988,14.877821763764446,7,weak,high
8,2.2132168412719677,1,51.949677059907586,42.33520227091431,34.66714003703685,8.827718399355572,13.881869086140753,3,weak,weak
8,36.57386003879381,1,44.47075983763766,33.029038567105445,44.82492235024743,5.181286286326957,10.632311635380042,1,medium,medium
8,30.16074139373169,0,39.418535687055886,60.416667330833505,44.00744264507245,7.8078898276598485,14.776037784085728,5,medium,weak
8,3.088725074999361,0,38.22968368546929,32.03723433222464,31.572572521955387,5.610744793607622,18.05677376740708,4,weak,weak
8,16.718787854196687,1,65.6235450937323,46.59395922256233,24.73531650898846,8.005646399066194,20.44101925138561,4,weak,high
8,54.495953157999224,1,58.88987749183643,47.75693172056354,31.55056223720342,9.156557038552444,14.28602601808198,5,high,high
8,14.373713440018346,1,67.30517951827959,49.30544862148981,31.2521787941447,11.00565417049916,14.611170164148945,2,weak,medium
8,8.693692325473386,1,55.39950900755103,50.3580260003584,38.57157426643822,4.917284689977043,16.50128153726668,7,weak,medium
8,29.367165616653782,1,45.70008591385161,51.38147556367575,34.15998797676703,9.95094591134227,19.479724678416314,7,medium,medium
8,59.13902724663604,0,63.233409224899376,25.846367379214705,28.973886306102862,8.262305410754943,13.541110168486359,2,high,high
8,14.523316290690024,3,49.66931998638232,50.14655909870127,43.83410453808534,7.098665694350752,17.07795395085101,5,weak,medium
8,40.328132844352716,1,52.208417702903525,27.70424425888123,36.12340693955868,9.51971301011892,12.531542203426834,5,high,high
8,45.697176919723056,0,49.57175620924481,57.32218073090995,38.48332522184753,7.528150297829587,15.989546970796509,5,high,high
8,14.25825263954398,0,20.530957807159854,44.44874844196388,21.200116526949863,9.435061032801357,17.911812529855112,4,weak,weak
8,43.692980916711576,0,66.04735012294853,28.429632747766497,15.605881034421714,6.0154605737440106,11.12741818035661,6,high,high
9,22.066987963155192,2,54.91003945957753,41.85795322614624,23.499633748444737,6.734005935407415,13.424565833945346,7,medium,medium
9,37.938349835614765,3,53.2982306086851,44.29924660815346,31.155652595145796,9.8872001055892,17.864349290085006,6,medium,high
9,38.01178264565368,0,49.38223937729439,61.90699617555005,39.61084814091047,10.970801047140844,16.848483691544384,7,medium,medium
9,32.14648104448551,0,51.63427820386131,51.96637741750245,16.262025036741615,7.929936201694302,18.107838420944567,3,medium,high
9,5.417386203264498,0,44.02721064153752,53.4444494435058,47.7428165149759,2.4254221492884396,17.5453189393622,4,weak,weak
9,50.11814973535428,1,56.16579352307271,61.812216342206014,36.36452821416101,7.60190143478309,13.976689416249883,7,high,medium
9,19.24680389830415,4,36.929016556008676,49.03855712075511,45.88235994359928,8.06485223564486,21.597570445184072,4,medium,medium
9,11.191110623991253,1,51.86068432470547,57.54187961032403,27.91223934020697,7.534453246613656,15.410729972260183,2,weak,weak
9,2.446508493285835,0,55.61573470571105,56.83861113931992,39.030879473379926,8.672677123331063,5.832873152567398,5,weak,weak
9,35.45357659129451,0,48.01330866177097,37.135305064305875,35.6815674397663,7.046180144805356,14.1529608828681,4,medium,medium
9,40.653861710536944,2,53.708677924710244,64.7298357762983,41.54149050443643,9.677741721356055,13.592486229002015,4,high,medium
9,0.9952697356713691,1,40.086656077657494,35.796982199293055,33.129669059202264,5.666573454537916,17.385747502101832,5,weak,weak
9,30.72558349795686,0,40.34173229104036,59.17366649477848,38.78572167206071,10.473697414708282,13.646444054405608,6,medium,weak
9,13.589746511876278,1,52.36717121026393,34.82926963094367,43.8175625501696,11.100157647922185,18.29690998745741,3,weak,medium
9,38.71036742456699,0,56.78549654621052,56.01236788151673,29.790589648865797,6.173880523879385,16.674298117220122,2,medium,high
9,10.461985740299486,3,31.25134344498289,68.61914878150174,36.9379538599172,6.172800348793874,11.99972861558982,1,weak,weak
9,41.456264286147956,1,55.22020635110766,47.870213434497884,19.89710210222121,8.821390627555056,14.578879993165724,6,high,high
9,23.204120778032244,0,44.56798499623663,47.43644357146854,40.620024152506865,5.625559180514221,12.673399667173799,4,medium,weak
9,56.20379932420407,0,48.07193912692588,56.10439999316849,50.63730034769992,7.0147942577953595,15.55427594056101,3,high,medium
9,8.251256648759595,3,36.604820764349626,46.70603544037457,25.04451161801044,10.205053912912028,12.655527398294637,1,weak,weak
10,20.46398106301551,1,41.48382759813292,68.18278703742821,34.26894991657645,9.475213528953926,15.223305691527186,7,medium,weak
10,6.808411274435344,1,59.66125325530311,51.92192249458696,42.04385040731291,11.96039268337918,14.183082747028767,6,weak,weak
10,55.48161709671377,2,50.32863373980213,46.79830491779274,35.251339787732405,8.341568295200416,14.543330235960529,7,high,high
10,52.64036120285886,2,46.17221598290441,44.597144721043165,36.32079641194581,6.778323995443629,21.152821139394298,6,high,high
10,15.476497662909336,1,48.83511647368965,40.67051529826979,31.87200446781089,8.102487023306042,13.918544319878386,5,weak,weak
10,39.59904276205074,1,54.89211824664301,43.7224501324251,31.574781975296684,7.698823321182731,9.19670073714843,1,medium,medium
10,49.03333201207295,2,54.404944961633376,46.49326606341403,34.30644677131698,7.7268857815937295,18.047478434203043,5,high,high
10,33.31204869596774,2,49.24972999603199,45.123609265014196,35.333371377114844,7.952392583808534,18.023867705406026,7,medium,high
10,31.779034701360388,2,60.92959110896668,43.41824725862896,25.548469907381524,6.136466582307527,9.063179478609522,6,medium,high
10,14.5111374540271,1,59.70462636906666,70.9884123035244,34.47182411243177,8.564435509941285,12.897301136375798,6,weak,weak
10,5.586166068353952,2,54.13372029130396,39.6990492351051,47.54827150967461,5.182673464482818,16.307431670539568,6,weak,weak
10,53.83294547719961,2,50.5461178291007,51.466325876461745,31.64692965128876,6.5663467841837715,16.5726097836512,3,high,high
10,54.02508342979983,2,56.57321095119539,55.92521009760872,25.101960137002976,7.762242473720365,14.985828709641838,6,high,high
10,37.986087436396076,0,53.142674218011834,56.301079955837324,33.78867145610859,3.480893374688817,15.053476136799853,1,medium,medium
10,20.341787462922042,4,60.60800071805947,49.41392924217528,29.283097503005628,9.537983072689835,12.184236380750447,2,medium,medium
10,20.952574476759654,2,58.99561376738308,47.59297428152691,24.293265397424484,3.8936909803049895,7.800453859632939,3,medium,medium
10,43.557340732214364,1,39.81746098582271,54.515474912395064,36.113347693860966,9.339175381796355,21.14852195455061,1,high,high
10,53.82661559715463,2,39.140368292582934,52.665216499782005,29.317743702791375,5.414381420143675,12.093998166879857,4,high,high
10,53.22518545590704,2,42.987504555959234,47.41041165232487,30.0022866651738,7.190162618593001,15.529517070193448,1,high,high
10,46.79253275145743,0,59.76138690066921,34.38121428275569,36.22741904308311,9.03826129389886,14.523456013021992,7,high,medium
11,38.52189876925726,1,34.23691003228754,45.32076277666752,22.734603237101325,12.396279038958966,17.69159265682064,1,medium,high
11,5.04839789970293,2,53.947573891079934,38.53449836292542,21.067442797991,8.232903955414699,15.344691640446475,2,weak,weak
11,9.697722845676825,1,53.625430910929616,43.328404499336735,40.366977556015456,4.0347473436009835,15.460322859276,3,weak,weak
11,53.913251311624755,3,61.62648058686193,50.3322323851696,19.55333119420734,9.907390265271548,7.097045255973212,4,high,high
11,36.3857435795754,1,51.80338690663888,53.58736143996616,27.18657843754116,7.536163190281964,12.499982782373241,6,medium,high
11,0.5518230969977789,1,36.56790609416099,67.80452751292407,20.6012837168925,8.139813308917647,17.233899139796993,3,weak,weak
11,6.088292571961926,2,40.40645039351877,44.62593621096186,31.110908265209343,9.115726059775229,16.964004675215786,3,weak,medium
11,39.81010614648335,0,38.18004478102175,57.74625635275151,38.42446998120933,3.5492440861885717,12.145041529148365,4,medium,weak
11,0.3036950307731212,1,44.620560336668596,53.059600244378366,35.89870358985901,8.013073695470391,10.265914251836634,7,weak,weak
11,9.64848308504992,1,48.17098432576073,62.959976706397896,54.13498711565828,7.180612220094609,15.379737920168791,4,weak,weak
11,32.924027361995165,2,38.34558473778943,55.76228719595626,43.695324942312006,10.443669812011038,6.279677853612554,2,medium,weak
11,41.513711861561596,1,64.70661990652289,39.91518572713684,27.55073719874719,9.454227526677485,11.553977242986711,7,high,medium
11,39.11767557015603,2,36.74718628047559,32.76953970708769,25.423559961388715,4.745996154436906,20.280483225465932,5,medium,high
11,13.456158567633587,2,63.461034238624805,53.11261699667505,56.653503527804006,10.525251704698096,19.335201986621307,2,weak,weak
11,42.73075328085215,0,61.851630314393404,44.71549002099609,43.5005760458669,8.899050176320422,16.461748076295436,7,high,medium
11,14.234945249808003,4,58.98302549689035,40.196862540494024,39.714956858156576,4.905516805093564,15.92200894344377,7,weak,high
11,19.52398188955606,3,43.0623339250325,37.324222954669224,35.598814497724945,8.111506206985545,9.149487646426802,6,medium,medium
11,44.78948430708145,0,53.424508791769014,51.60975497587155,37.188172539800135,10.06965222771171,12.77799829005265,4,high,medium
11,38.97797394283288,1,37.22628866449382,65.07707699313364,23.143413796140592,5.571912254853212,14.114494206102671,1,medium,medium
11,50.95340462965068,1,59.10907035033749,45.913276542939585,36.25631336157414,10.755154671690834,12.841758751496434,1,high,high
12,39.4567735380206,2,49.26015218463731,55.90270311075322,35.56985117967211,4.974742451744948,13.949269995276406,3,high,high
12,34.098516200128294,1,45.906797854133146,48.977336497824076,27.76688925518816,6.417545646706031,18.897673273038883,3,medium,high
12,5.6204860696855485,0,37.7625515334373,37.106179108966074,30.69178837145217,6.1142583292206165,13.374530816186033,5,weak,weak
12,22.06294818356601,0,25.224938813709834,57.348113435104175,47.12141114754844,10.753867463177324,13.977182458329704,7,medium,weak
12,15.912142060903527,1,39.614591429642445,39.053079559726285,33.998600637641104,7.017967726901606,17.218593860051254,5,weak,medium
12,14.639378602745015,1,61.12798195612906,50.21626630593565,51.56937042026489,5.674365994678004,10.741572844191591,5,weak,weak
12,58.380633285146736,1,45.97166571525196,46.58479584994695,21.074564508100934,8.890421757828124,12.47938626348346,5,high,high
12,23.585863480005624,4,48.306711428849525,58.930774345656914,30.822958510194017,9.322361981185438,12.786832236729472,1,medium,medium
12,53.522793310626795,0,56.555543582884525,39.418490075293136,22.62177159002465,9.335072189588264,15.166776439655242,7,high,high
12,37.86831755983577,3,68.05668878116265,53.908699078019595,25.324620368865325,7.457321669547981,13.965113797519004,4,medium,high
12,47.68867821249891,4,63.250046549456385,41.602025926512994,28.37435435472562,8.509068602073896,14.059977271958598,6,high,high
12,30.158225586311527,1,40.27664996183812,44.88894787671215,37.52247701416473,6.699533827541429,13.005438038692516,6,medium,medium
